,Text
2605,Quiapehua
2607,Alotepec
2615,arroyuelo
2693,Villa de Teguantepec
2694,Xalapa
2695,Tequecistlan
2696,Nexapa
2733,diocesis
2776,PUEBLO
2777,TEUTITLAN
2792,Indias
2842,Quiahuica Santa Ana
2843,San Miguel Quiabe
2863,Xaguia
2873,obispado de Antequera
2986,Quitana
2988,Malinaltepec
3133,Tlacuchahuaya
3157,NEXAPA
3160,Villa de Santiago
3161,Valle de Nexapa
3194,partido
3201,grutas
3207,Villa de Santiago de Nexapa
3211,lomas
3212,vallecitos
3213,montuosos
3216,comarca
3221,nación
3231,Quegotee
3295,república
3302,ciudad de Anteqhera
3325,costa del sur
3334,Santiago de Nexapa
3335,Santiago
3393,Nanacatepeque
3400,Xilotepeque
3401,Mixe
3402,distrito
3427,cabeza
3432,cabeza de bando
3477,repúblicas
3562,ribera
3572,Quiatani
3575,Hueyactepeque
3580,peñas
3582,cumbre
3642,pedregosas
3651,Sierra de Quiatani
3658,montaña
3668,faldas
3669,Villa de Xalapa
3685,riberas
3687,vegas
3704,gruta
3706,Ocotepeque
3707,cueva
3786,campos
3818,cernejas
3827,Villa de Nexapa
3867,Villa Alta
3906,Chalchihuitepeque
3938,Totolapa
3947,manatiales
3952,Guamelula
3978,peñoles
4014,arzobispado de México
4034,reino
4055,PAPALOTICPAC
4059,Papaloticpaque
4064,Tepeucila
4069,Papalotiquipaque
4071,Teutila
4108,Sierras de Mecameca
4126,Coyula
4128,Yenynguia
4131,Ulapa
4133,Ñañama
4136,Icpaltepeque
4138,Yanyata
4141,Xoxoctepeque
4143,Coaney
4146,Comaltianguizco
4148,Condodoyaza
4151,Tecpanapa
4153,Nonima
4156,Coapa
4158,Yangua
4165,ciudad de los Ángeles
4169,los Ángeles
4173,cuestas
4188,Teotila
4189,alcaldía mayor
4199,Cuicatlan
4203,Quiotepeque
4294,campo
4327,laderas
4328,humedales
4355,riñón
4356,serranía
4359,Chile
4365,Río de Alvarado
4412,poblazón
4514,TEPEUCILA
4539,Cocaa
4540,Yanidemel
4541,Yantindo
4550,cuicateca Yagu
4553,Iscoatula
4555,Ñadecue
4558,Tlachicloya
4560,Yanduehe
4563,Teponaztla
4565,Dayyu
4568,Yolutla
4570,Yuzo yangato
4573,Mazapa
4575,Tocay
4578,Piaztla
4580,Toyohuy
4583,Tlalozahuia
4585,Diniami
4599,Puebla de los Ángeles
4622,Tototepetongo
4626,Atlatlauca
4847,arenales
4913,obispado de Oaxaca
4923,TEOZACUALCO
4924,AMOLTEPEQUE
4928,Teozacualco
4929,Tututepeque
4930,Amoltepeque
4987,Yuta Cagua
4988,Sii Ndevi
4989,Yucu Nicaa Nuhu
4990,Cu Naʼma
4991,Tene Ixayu
4992,Cagua Cuaha
4993,Yuhu Yugua
4994,Yuta Maʼnu
4995,Ñu Ndaʼya
4996,Ndugua Ndoo
4997,Yagui Ñuhu
4998,Dzoco Dzagui
4999,Yuta Tniño
5002,peña
5021,Tilantongo
5025,Yolotepeque
5035,Tamazula
5040,Mictlantongo
5045,Tlatlatepeque
5051,Elotepeque
5059,Hueyzacualco
5061,solar
5062,sitio
5148,pedregosa
5180,Sii Ndegüi
5182,ojo de agua
5201,montañas
5286,Teposcolula
5369,Iztlayutla
5380,Zenzontepeque
5394,Yucu Nama
5461,Valle de Flores
5484,fuentecita
5613,Mixteca Alta
5618,CHINANTLA
5620,Chinantla
5630,puebloos
5655,abra
5656,cordilleras
5659,Nicaragua
5692,de Alvarado
5696,barrios
5708,manantiales
5756,Sayolapa
5757,Otzumatzintepeque
5758,Caltepeque
5759,Mazapan
5760,Pantepeque
5761,Ecatepeque
5762,Quechulan
5764,Moyotepeque
5765,Michiapan
5766,Xayacatzintla
5767,Tescalco el grande
5768,Tescalco el chico
5769,Ayotuxtla la grande
5770,Ayotuxtla la chica
5771,Palantla
5772,Chapultepeque
5773,Jojotianguisco
5774,Tecuantianguisco
5775,Etla la chica
5776,Etla la grande
5777,Nopala
5778,Huaxumulco el grande
5779,Huaxumulco el chico
5789,Oxitlan
5793,Tiltepeque
5796,Uzila
5798,Tuchtepeque
5987,Isla Española
6052,abuhada
6053,cenagosa
6054,malsana
6088,Tabaque
6284,Santo Domingo
6370,Cozcatlan
6481,corte
6482,cancillería
6488,UCILA
6489,Ucila
6524,Uciltepetl
6624,San Francisco
6629,San Juan
6663,Tustepeque
6724,Tlacoazintepeque
6726,Tepeltotutla
6774,Chicahuastepec
6883,minas
6940,CUAUTLA
6944,Cuautla
6965,Tanatepec
6966,Totopetongo
7038,ásperas
7039,montuosas
7091,Xocoticpaque
7092,sujeto
7093,Tlaxcaltitlan
7097,Xaltepetongo
7107,obispado de la ciudad de Antequera
7113,Cuextlahuaca
7125,pedregoso
7128,Ixcatlan
7131,Apuala
7137,áspero
7138,montuoso
7195,Tlaxiaco
7237,Teponastepec
7240,Tequecinacaztlatepec
7244,Tiltepec
7248,Quiyahuixtepec
7361,XOCOTICPAQUE
7422,Xocoticpac
7444,Taxcaltitlan
7450,Huautla
7583,beneficio
7614,XALTEPETONGO
7676,Papalotlayagua
7715,Xaltepec
7747,Yocoxicna
7748,Cuztictepec
7831,riscos
7852,TUTUTEPETONGO
7858,Tutupetongo
7895,Papaloticpac
7896,visita
7897,vicaría
7900,Copaltepeque
7917,Alpizagar
7922,yada
7991,loma
7992,Chayaco
8085,Tepehuacan
8128,TANATEPEC
8192,Iztlatlautle
8193,Mexcaltalpa
8197,Texutepec
8205,Nanalcatepec
8213,Cotlahuixtla
8223,Naguitlan
8305,Tecoanzazitepec
8399,Zozola
8438,Tututepetongo
8451,GUAXILOTITLAN
8452,Guaxilotitlan
8486,Zacutla
8489,Gueyotlipa
8490,Acahuitecpa
8491,Mazatepec
8492,Itztenango
8493,Xochiquitongo
8494,Tlilixtlahuac
8498,Etla
8512,Tenexpa
8513,encomienda de Rufina de Grijalva
8626,barrio
8643,Coatlan
8644,Miahuatlan
8645,Chichicapa
8646,Nixapa
8754,Quetahuizo
8756,Tepatlahuac Guaxilotitlan
8765,Atlatlaucca
8812,reinos del Perú
8880,pueblo semilla
8941,Mazatepeque
8949,Tepozcolula
8957,puerto
9098,Matzatlan
9099,Tecolutla
9100,Nextepec
9108,Guauhtla
9109,Nanahuaticpac
9161,fértil
9192,Suchitepéquez
9206,Teguacan
9216,frontera
9221,Santiago Mexcala
9222,Santa María Teopochco
9223,San Francisco Huehuetlan
9224,Santa Ana Ateticpac
9225,San Pedro Ocopetlatlan
9226,San Antonio Elosuchitlan
9227,Santa María Magdalena Chilchoc
9228,Santa Cruz Teutlilhuacan
9229,San Mateo Tlilhuacan
9230,San Jerónimo Tecoac
9231,San Simón Temecatlan
9232,San Lucas Tetzapocan
9233,San Bernardino Xocotlan
9234,San Martín Toxpalac
9235,Los Reyes Teuctzingo
9236,Cabeceras
9237,Nextepec San Gabriel
9238,San Juan Calapa
9244,San Andrés Guastepec
9245,Santiago Motoapan
9246,Santa María Tepexititlan
9247,San Miguel Tamaltepec
9248,San Francisco Tzitzicazapan
9249,Nanahuaticpac San Antonio
9250,San Francisco Coyolapa
9252,Matzatlan San Christóbal
9254,San Pedro Cajahuacan
9255,San Simón Chiltectla
9257,San Juan Bautista Tecolutla
9261,Cuzcatlan
9263,Zoquitlan
9303,Ayauhtla
9304,Tenango
9305,Micaoztoc
9306,Izhuatlan
9594,Quiotepec
9692,Tlapaxtepetl
9773,Tzontzonate
9805,MATZATLAN
9819,quebrada
9835,derramada
9849,derramados
9944,GUAUHTLA
10004,San Andrés Guastepeque
10007,San Miguel Temaltepec
10077,Ocelotepec
10172,NEXTEPEC
10252,Minas de Taxco
10253,Tzacualpa
10254,Pachuca
10258,ciudades de México
10260,Tepeaca
10261,Cholula
10262,Taxcala
10288,NANAHUATICPAC
10388,TECOLUTLA
10467,TEGUANTEPEC
10474,obispado de Chiapa
10477,VILLA DE TEGUANTEPEC
10479,CABECERAS
10480,PUEBLOS
10482,NUEVA ESPAÑA
10483,LAS INDIAS DEL MAR OCÉANO
10485,Villa de Tequantepec
10487,las Indias del Mar Océano
10529,Tequantepec
10621,arenisca
10708,villa de Xalapa
10795,villa de Tequantepec
10813,villa de Nexapa
10823,ciudad de Chiapa
10840,esteros
10870,Güilotepec
10872,San Miguel
10874,Guazontlan
10876,San Bernardo
10878,Ocelotlan
10880,Chimalapa
10882,Tepeguazontlan
10884,Petapa
10886,Camotlan
10888,Zetune
10890,Iztactepec de la Mar
10892,Tetitlan
10894,Amatitlan de la Mar
10896,Pexahui
10898,Iztatlan
10900,Iztepec
10902,Izguatlan
10904,Iztactepec Coba
10906,Ocotepec
10908,Suchitan
10910,Tlapanatepec
10912,Comitlan
10916,Tlacotepec
10918,Zanatepec
10920,Chiltepec
10922,Oztotla
10924,Mixtequilla
10926,Nectepec
10928,Amatitlan de la Sierra
10930,San Martín de la Sierra
10971,Tlapanala
10995,Nanacatepec
11203,cordován
11337,Macuiltepec
11385,agua salada
11396,isla
11408,canal
11414,Californias
11415,Especiería
11436,anegadiza
11441,manglares
11481,salitral
11525,término
11601,fronteras
11781,Coazacualco
11791,Islas del Poniente
11795,Puerto de la Veracruz
11814,Utlatepec
11836,Veracruz
11845,villa de Teguantepec
11865,gobernación
11871,Cuahuitlan
11874,Icpatepec
11875,mixteca Baja
11881,Pinotecpa
11882,Potutla
11883,ICPATEPEQUE
11909,Icpatepeque
11920,Yonoyuto
11923,espesura
11925,arcabucos
11956,rasa
11959,cañadas
11967,caudaloso
11995,Xicayan
12025,Tlacamama
12050,Yucuyua
12055,poblezuelos
12058,San Pablo
12059,Santa María
12162,lengua
12224,obispado de la Puebla
12252,costas
12259,arrecifes
12264,fondo
12268,ciudad de los ángeles
12299,Teutla
12318,TECUICUILCO
12319,ATEPEQUE
12320,ZOQUIAPA
12321,XALTIANGUIZ
12360,Santa Inés Tepeque
12366,Atepeque
12367,Zoquiapa
12368,Xaltianguiz
12389,Aloapa
12390,Zozotla
12391,Tanatepeque
12413,Ixtlan
12427,Yetla
12440,Yolos
12449,Ixtepex
12469,Quiaguie
12481,Quieniza
12499,Quiagona
12511,Quelabeza
12615,Quiazee
12772,embajadas
13042,cuchillo
13060,la Sierra
13285,Cuzcatlán
13316,peñascos
13364,XALAPA
13365,CINTLA
13366,ACATLAN
13368,Cintla
13369,Acatlan
13370,Costa
13378,Costa del Sur
13379,Panamá
13384,Xalapa-Cintla
13391,Ihualapa
13433,Xicayan de Tovar
13440,Ayocinapa
13448,Ometepeque
13455,Suchistlahuaca
13463,Tlaculula
13469,Huehuetlan
13482,Quauhzapotla
13495,Tepetlapa
13503,Copalitech
13517,Nexpa
13524,Quauhtepeque
13536,Ayutla
13543,Suchitonala
13555,Quacuyulichan
13561,Cuilutla
13568,Azoyuque
13575,Quahuitlan
13579,pueblos marítimos
13586,pueblo marítimo
13623,pesquería
13652,puerto de Acapulco
13723,Quauhtepec
13737,Cintle
13738,castilla
13870,Acapulco
13871,puertos
13873,bahías
13875,bajos
13882,Río de Atotonilco
13904,arrecife
13909,punta de agua
13910,cabeza de agua
13913,punta de Quahuitlan
13915,ensenada
13916,Tequanapa
13925,desembarcadero
13953,río de Copalitech
13988,pesquerías
14093,obispado de Tlaxcala
14094,Puebla
14144,TEXUPA
14146,Texupa
14211,Comaltepeque
14213,Miagualtepeque
14215,vega
14241,Tonaltepeque
14245,Cuestlahuaca
14250,Tamazulapa
14267,Ñundaa
14479,PEÑOLES
14480,Peñoles
14487,Valle de Oaxaca
14514,Itzcuintepec
14515,Eztitla
14516,Quauxoloticpac
14517,Huiztepec
14518,Totomachapa
14519,Elotepec
14520,Peñol
14558,Jaltepec
14564,Tamazola
14596,Zola
14605,Santa Cruz Itztepec
14611,Villa de Cuilapa
14626,Quauxolotitlan
14666,Yucuyatha
14813,Volcán
14814,Sierra Nevada
14888,peñascosa
14889,fuentecicas
14903,angosto
15060,TETIQUIPA
15061,COZAUHTEPEC
15065,Cozauhtepeque
15066,Tetiquipa
15072,Tetiquipa Río Hondo
15121,Río Hondo
15125,San Marcos
15126,San Mateo
15127,San Christóbal
15128,San Marcial
15130,Santa Catalina
15131,Santo Tomás
15134,Santa Nativitas
15136,Santa María Magdalena
15137,Santa Cruz
15138,San Bartolomé
15145,Valle de Miaguatlan
15162,Xaltengo
15165,Yegoyuxi
15180,San Juan de Ulúa
15219,Cuixtla
15222,Miaguatlan
15264,Sierra Amarilla
15365,cuevas
15423,Río Hondo Tetiquipa
15458,Santa María de la Asunción
15462,Colotepec
15465,Tonameca
15475,ciudad de Guaxaca
15589,lagos
15606,hoya
15633,Quixopel
15792,TETICPAC
15794,Teticpaque
15910,Zetoba
15933,Quiaguia
15936,Zuana
15939,Taba
15942,Quiapite
15945,Quechilana
15948,Quiabine
15951,Lachiguise
15954,Billaa
15957,Quiachachila
15960,Quie
16072,Quiozobale
16077,Quiaguia San Sebastián
16078,riachuelo
16227,Tetiquipac
16229,SUCHITEPEC
16231,Suchitepeque
16324,Guajaca
16348,San Sebastián Tlacotepeque
16349,Tlacotepeque
16351,cuesta
16356,Santa María Zozopastepeque
16357,Zozopastepeque
16372,San Bartolomé Tamagazcatepeque
16373,Tamagazcatepeque
16410,San Miguel Macupilco
16411,Macopilco
16455,Totoltepeque
16570,TLACOLULA
16571,MIQUITLA
16590,provincia de Guaxaca
16641,asiento
16658,Macuilsuchil
16670,Paza
16751,tierra llana
16754,Quia Zipe
16896,Sabaje
16899,Quellabilla San Balthasar
16901,Lauza San Francisco
16903,Lachibize San Lorenzo
16905,Toagui Santa Ana
16906,San Juan Quelaa
16907,San Andrés Quiagüeche
16908,Santa María Lachiato
16909,Santo Domingo Cuilapa
16910,San Miguel Cunzeche
16911,Santa Catalina Xaquiec
16920,San Ildefonso
16928,Lioba
16932,infierno
17030,Quiatona
17271,Guatulco
17280,Alcaldía Mayor
17305,Pochutla
17328,Xochitepec
17336,Guamilula
17344,Aztatla
17374,vallecillo
17382,Tecoalontla
17383,Copalitla
17386,Zimatlan
17392,Ayotepec
17396,Cacalotepetl
17406,Pueblo de Guatulco
17629,Sierra
17632,Ecatepec
17651,playas
17655,boca
17679,mareas
17886,cerrejones
18035,Puerto de ángeles
18048,pu(eblo
18128,pueblo principales
18273,agua dulce
18277,médanos
18280,encharca
18406,pueblo de Guatulco
18451,Totoltepec
18454,Huitzitziltepec
18456,Teohuitolco
18458,Quicopiaca
18460,Cuixtepec
18465,Texala
18499,Coatulco
18500,lugar
18635,descombrados
18737,CHILAPAN
18738,Chilapa
18739,Minas de Zumpango
18742,Obispado de Tlaxcala
18756,Tistla
18757,Mochitlan
18758,Huiziltepeque
18840,Colotlicpac
18847,Oztoticpac
18908,Zumpango
18919,Tlapan
18923,Tlachinolan
18930,Atliztaca
18932,Tlalcozaotitlan
18952,Citlan
18953,Miahua ixtlahuacan
18999,Tzumpango
19047,Yopes
19051,Puerto de Acapulco
19109,fuentecica
19124,fuentecillas
19420,TILANTONGO
19515,sujetas
19520,Tlaxiatepeque
19526,Ndiyusi
19528,Xiuitepeque
19535,Teyuchi
19537,Ictziapa
19544,Ñuyagua
19551,Aqueya
19553,Aqueyatla
19558,Chiyo Idzana
19560,Chayoltongo
19566,Yucu Nduchi
19568,Yeltepeque
19574,Teyagui
19576,Ametla
19606,Ñutnoo
19612,Santiago Mitlantongo
19613,Santa Cruz Mitlantongo
19640,Teozaqualco
19645,Yucunda
19655,Yozo Cono
19657,Patlagua Ixtlahuaca
19664,Yoozocahi
19672,Añute
19674,Xaltepeque
19682,Dzandaya
19684,Mitlantongo
19691,Chiocano
19693,Hueyzaqualco
19699,Ayuta
19701,Atoyaquillo
19709,Yucuañi
19711,Malinaltepeque
19719,Yñudico
19721,Achiutla
19757,Atoyaquilo
19774,Tlilantongo
19993,Ñutnoo Huahindehui
19995,Tilantongo Ilhuicalli
20017,Yuco Yuco
20019,Teopantepeque
20026,Yucudii
20028,Chiquilitepeque
20116,Iztapa
20148,MITLANTONGO
20190,Sandaya
20252,Yuhui Yume Yucu Cuii
20405,Yucuyata
20407,Yutepeque
20413,Yucuñayaa
20415,Chiltepeque
20421,Yucutinoo
20429,Yucucuii
20431,Xoxotepeque
20436,Yucudeya
20438,Mitlatepeque
20472,Yutayagua
20474,Tamazulatengo
20572,TAMAZOLA
20615,Yucucuhui
20617,Miquistepeque
20626,Chiyocani
20628,Zaqualtongo
20636,Yucucaha
20638,Neutepeque
20648,Yundayocoho
20650,Molcajetepeque
20660,Yucuñiñe
20662,Tepatepeque
20671,San José
20673,Yahua
20710,Chiyocano
20837,Ñuñañu
20844,Yucucoo
20846,Coatepeque
20852,Yucuticaca
20854,Cacalotepeque
20860,Ituucachi
20862,Iscaltlajumulco
20992,IZTEPEC
21002,Quialoo
21032,San Bernardo Tepecimatlan
21034,Santa María Magdalena Tepecimatlan
21036,Ayocuexco
21038,Santa Ana Tacolabacoya
21053,Cimatlán
21065,Magdalena Tepecimatlan
21075,Quiatohui
21178,Quelabigoa
21180,Río de Guaxaca
21183,Tacolabacoya
21249,Canteras
21259,Xoquilla
21284,Lola
21397,vergel
21456,Iztepeque Santa Cruz
21464,Iztepec de Santa Cruz
21465,NOCHIZTLAN
21466,Nochiztlan
21518,Nochiztan
21523,Yanguitlan
21526,Guautla
21529,Etlatongo
21535,Atuco
21592,Atoco
21652,Iniquehui
21654,Tzoncali
21668,Yucoyucu
21670,Tepeteopan
21794,Tehuacan
21832,ciudad de Antequera del Valle
21840,Nuestra Señora de Asunción
21895,CUICATLAN
21957,Guetrauaco
21981,Xocoyoltepeque
21986,Yloyaha
22001,metropolitana
22010,los ángeles
22014,Honduras
22019,Alvarado
22028,Tepeuzila
22034,Xocotiquipaque
22145,Quiyotepeque
22146,Tico
22149,Coatecutle
22247,reinos
22277,mesas
22406,ATLATLAUHCAN
22407,Atlatlauhca
22431,Suchiaca
22522,Toluca
22542,marquesado de Toluca
22551,Sierra Nevada de Toluca
22570,nacimiento de agua
22621,Teutenango
22631,Mexicanos
22632,Matlatzincas
22635,Capultenpan
22641,San Lorenzo
22647,corregimiento
22670,Tepemaxalco
22671,Calimaya
22710,Malinalco
22711,Ocuila
22712,Tenantzinco
22802,Tepetlsuchitl
22806,Micaxuchitlan
22966,TALISTACA
22969,Talistaca
23046,Laachilla
23057,Lanipeo
23063,Quiaxeni
23092,estado
23113,Yatiqui
23218,Valle de Tlacolula
23221,Quiazilaa
23238,Quiatao
23240,monte oscuro
23312,villas de Nejapa
23389,Taliztaca
23395,JUSTLAHUACA
23396,Justlahuaca
23449,puesto
23453,Tecomaxtlahuaca
23533,Mixtepeque
23546,Puctla
23555,Zacatepeque
23563,Ayusuchiquilazala
23573,Tovar
23578,fragosos
23609,Yozocuyya
23611,Xihuixtlahuaca
23620,Yozoyaha
24118,Yoaltepeque
24163,justicia
24235,Tecomaxtlahuacan
24242,Juixtlahuaca
24250,Tecomaixtlahuaca
24253,Xiuhxtlahuaca
24277,Justicia
24315,sufraganos
24338,Yozonuhuyco
24778,Tecuatlan
24889,Ciudad de los ángeles
24945,Zilacayoapa
24970,Ytñuhuaya
25522,sufreganos
25525,Acatlán
25533,Ayutzinapa
25543,Nozahuy
25553,Yyasiña
26100,cerrillo
26103,caudalosos
26116,Chicahuaztla
26129,ñuñuma
26579,Amusgos
26604,Yucusatuta
27098,IXCATLAN
27099,QUIOTEPEC
27100,TECOMAHUACA
27106,Quyoateca
27111,Tecomahuaca
27154,Oloztoc
27155,cueva redonda
27158,bóveda
27169,Temazcalapa
27211,Nocpala
27214,Tecopango
27242,Yanhuitlan
27385,cabildo
27621,QUIOTEPEQUE
27674,Tecamachalco
27684,Aguacatitlan
27685,Teczistepeque
27686,Tecuasco
27687,Pochotl
27695,Teotitlan
27801,pueblo de Teutitlan
27847,fragosas
27870,San Antonio
27915,aparejado
27925,Guaxaca de Antequera
27990,CHICHICAPA
27993,Amatlan
28026,San Cristóbal
28028,San Jerónimo
28047,Ocotlán
28061,Mictla
28065,Teticpan
28082,Villa de Nejapa
28313,AMATLAN
28361,Quetila
28366,calichales
28437,Valle
28547,MIAGUATLAN
28578,"Valle de Miaguatlan,"
28593,breñales
28647,San Simón
28649,Santisteban
28650,Santa María Belato
28652,Santa Catalina de Sena
28654,San Ilefonso
28656,San Vicente
28674,Santa Ana
28677,San Ilefonso Suchitepeque
28731,Ejutla
28783,Quechetao
28827,Oceloteqeque
28879,Tlaxcala
29052,puuebo
29124,COATLAN
29144,San Baltasar
29146,Santa Úrsula
29147,Santa Marta
29149,San Sebastián
29157,Santa Isabel
29183,Suchiatenco
29194,Chila
29205,Quiegoqui
29222,Provincia
29505,OCELOTEPEQUE
29549,San Cosme
29594,Quiebeche
29884,ITZTEPEXIC
29916,Itztepexic
29922,Iztetepexic
30016,derrumbadero
30019,tepexic
30021,despeñadero
30022,Ixtepexic
30024,Yaxitza
30095,Yotza
30109,p ueblo
30124,tierra fértil
30135,estéril
30181,Ilztepexic
30223,Zoquiapan
30226,Chicomesuchitl Santa Catalina
30233,Yoloxonecuila
30276,Yetzigo
30278,Laatziguia
30299,San Juan Evangelista Yatzigo
30302,San Miguel Laatziguia
30304,amaquauhtitlan
30319,Chicomesúchitl San Juan
30325,Teococuilco
30339,Yaxitza Latziquiela
30348,Teotzapotlan
30351,Chicomesúchitl
30367,Achutla
30424,cerros altos
30620,Tlatzigo
30623,San Miguel Tlatzia
30646,Xaltianquizco
30825,Sierra de las Zapotecas
30840,NUCHIZTLAN
30841,Xuchipila
30842,Nuchiztlan
30848,Nuevo Reino de Galicia
30850,minas de Tepeque
30860,valle de Xuchipila
30865,Toyagua
30866,Apulco
