,Text
13149,tunas
13155,granadas
13168,bledos
13169,mercuriales
13224,corteza
13247,rosa
13249,ruda
13250,ramilletes
13251,suchiles
13774,palos
14654,árbol durazno
14656,quauxilotl
14918,manzanillas
14919,marjoletas
15318,flor blanca
15319,cacalosuchil
15649,ocotl
15651,tea
15883,uvas
15983,espinos
16010,hongos
17065,Frutales
17544,castañas
17713,arboleda
17714,pochotles
18292,tlacuilolcuahuitl
18294,árboles frutales naturales
19139,zapotes blancos
19140,naranjas
19141,quamuchiles
19166,cidras
19167,toronjas
19192,frijoles
19193,calabazas
19196,batatas
19197,jícamas
19198,nabo
19204,quauhcamotl
19206,cazabe
19222,rábanos
19223,lechugas
19224,coles
19225,nabos
19226,cebollas
19227,pepinos
19228,melones
19230,garbanzos
19231,trigo
19232,cebada
19235,legumbres
19242,planta
19248,matas
20049,duraznales
20050,membrillares
21189,árboles silvestres
21687,yagui
21714,nopale
21716,tunal
21991,acederas
22294,cuauhnacaztles
22311,pimpollos
23344,zacate
23504,sauces
23980,sabinos
23992,arboles
23998,daya
24000,capuli
24659,deya
24666,manzanas
24667,higos
24973,flor de calabaza
25058,yucuyno
25175,tñuñiy
25177,otlatl
25275,tñuniy
25277,ailitl
25385,pajas
25727,tñuyy
25844,suchiocotzotl
25950,carrizo
27556,quauhxiotes
27558,lepra
27569,tecomahaga
27571,lináloe
27629,quiotes
27632,vara
27633,tallo
27634,quiotl
27784,copal
27786,leprosos
27918,cidrales
27919,montoronias
27921,durazno
27922,membrillo
28230,robledales
28440,magueyales
28695,batata
28920,cañuelas
28953,penca
29012,lechuga
29022,nanctzi
29026,suchietl
29466,cañizos
30133,mazorca
30137,herbaje
31116,pinoles
31117,encinales
31126,MEZQUITES
31127,algarrobos
31636,TEPEGUAXES
31645,ceibas
31653,olmo
31659,AMAQUAVITL
31680,cermeños
31748,espino
31749,AHUATL
32220,COPAL
32233,palo blanco
32234,zapotillo
32938,Arboleda
33385,fresnillo
33464,sabinas
33473,Arboles
33484,melocotones
34248,pinares
34249,entinares
34404,hortaliza
34948,madroñales
34963,PICIETL
35153,herbazales
35187,cacau
35270,anonas
35272,ATES
35273,ILAMAS
35275,pidas
35276,pimienta
35396,paja seca
35678,guamichiles
35728,ocotes
35730,pinales
35835,XOCOTLE
35836,guayabo
36238,palmitos
36552,hortales
36950,TEPEHUAJIN
37000,ZACAXIUITL
37001,yesca
37249,COPALQUAHUITL
37374,hortalizas
37415,tepehuajes
37433,algarroba
37476,CACALOXOCHITL
37477,clavellinas
37478,UMIXOCHITL
37481,TZACUXOCHITL
38039,XUCHITL
38244,abetos
38274,árbol silvestre
38275,guajín
38297,vanas
38390,QUAMOCHITL
38396,botones
38408,CACALOXUCHITL
38410,azucena
38412,árboles ciruelos
38442,Hortalizas
38460,albahaca
38462,limón
38471,salvia
38475,naranjo
38491,saetilla
38492,cardillos
38762,MEXCAL
38798,carrizos
38820,frutal
38902,teas
38980,robledal
39341,maizal
39420,ZACATL
39664,magueyal
39749,mastuerzo
39788,mezquitas
40010,lirio
40011,cepa
40012,cebolla
40014,gamonita
40017,semilla
40136,AXUCHITL
40139,arbolsito
40140,palmito
40186,yerba XOQUILIL
40376,robredales
40403,calabazos
40434,espartales
40523,boles
40542,CAMOTES
40548,juncos
40553,higuera
40670,MEXCATL
40783,pasto
41129,robledades
41618,quejigos
41675,albares
41949,SUCHIL
42797,limilla
42803,escamonea fina
42808,oliva
42809,olivilla
42815,higuerilla
44314,pinos albares
44315,pinos de tea
44329,membrillales
44331,frutas
44580,OCOPETLATL
44886,yerbas del campo
44888,QUILITES
44948,OYAMETL
44950,abeto
44972,nueces
44983,olivas
44999,chayotes
45011,"maíz,"
45013,semillas
45369,milpas
45418,ortillas
45425,"legumbres,"
45447,pochotes
45453,plátanos;
45454,cañafístola
45462,dátiles
45469,dátil
45597,trigo;
45706,legumbres;
45754,huerta
45841,arcabucos de robles
46153,"melones,"
46155,fruta
46159,"limones,"
46259,legumbres.
47002,robredal
47656,cipreses
47684,bellota amarga
49643,mezquitl
49645,alverjanas
49647,pepitas
50233,legumbre
50317,"frijoles,"
50347,"ciruelos,"
50358,aguacates;
50360,"guayabos,"
50390,verdolagas
50393,papaloquilitl
50394,Papaloquilitl
50499,"cacao,"
50518,mazorcas
50692,cañadas
50912,arbolillos
50962,TZAPOTL
51053,ZAPOTL
51080,GUAXE
51275,cañas huecas
51441,HUIXACHIN
51443,HUITZTLI
51449,árboles frutíferos
51510,COHUANENEPILI
51590,TAXAMANIL
51771,encinares
51934,CAPOLÍES
51947,viñas
52323,cerezo
52510,ramo
52511,madero
52661,árboles de cerezos
52665,cepas
53522,árbol frutal
54759,TULLE
54790,CAPULÍ
54795,manzano
55173,CAPULLÍ
55641,OTATE
55642,cañas macizas
55722,ÓYAMETLE
55726,aciprés
55740,CAPULQUAUHTLI
55742,cerezo de la tierra
55745,cerezas de Castilla
55749,TEXCOCOTLE
55752,manzanillas de la tierra
55753,nueces de Castilla
55792,NOPALQUAUHTLI
56542,guaje
56728,huaxes
56854,zacatl
56954,"quilites,"
56956,cebollinos
56958,camotes y
56960,huacamotes
56962,"jícamas,"
56964,"piñas,"
57220,calabaza
57222,chian.
57300,guamúchiles
57305,cañas.
57316,matillas
57329,Árboles
57766,guxin te
58260,cochitzapotl
58624,quelites.
58637,rábano
58851,"chile,"
58920,ciruelos de la tierra
59233,"cuanenepili,"
59235,tecopale
59278,"plátanos,"
59682,palmas de palmitos
59687,zapotes colorados
59689,ylozapotes
59693,"cidras,"
59697,"guayabas,"
59702,granados.
59719,nabos)
59721,camotes.
59726,tlacopatli
59727,arbolillo
59731,tetemometztic
59733,huaxin
59781,pajas de zacate
59792,"calabaza,"
59803,maíz.
60115,"guamúchiles,"
60123,anonas;
60140,quilites.
60678,cardos
60681,tobas
60853,garbanzo
60854,lentejas
60927,boj
61040,cañaverales
62576,TLACUILOL QUAHUITL
63678,cerezos de la tierra
63714,alverjas
63716,huauhtli
63717,chia
63724,ajos
64155,oyameles
64600,súchiles
64899,amaquahuitl
64921,cacahuasúchil
64923,caco
64925,yolosúchil
64927,izquisúchil
64930,cacalosúchil
64933,adelfa
65168,guaxes
65240,ichcatl
65398,suchinacastle
65401,batey
65688,cacaosúchil
65691,xilosúchil
65694,suchinacaztli
65721,Magueyes
66796,OCOTZOTL
66797,COPALE
66834,CIMATES
66971,bellotas
66982,HUAXIN
66983,NANCES
66993,TLACUILOLQUAHUITL
67030,XOXOCOYOLES
67196,TAJAMANIL
67397,mizquites
67402,mizquite
67877,manzanillos de la tierra
67904,Arboles de cultura
67913,parras de uvas
68782,algodonales
68787,URISANDA
68791,CURAQUA
68792,palo
68796,TAPINZIRAN
68800,UXUACA
69302,albaricocales
69671,árboles duraznales
70194,ma­guey
71484,guaji
71551,matas de yerbas
72429,huexutl
72430,sauz
72731,OLLI
72912,olli
73251,juncias
74521,huiyametl
74559,prietos
74562,asencios
74586,Morales
74793,grano
74801,Raíces
75053,sauce
75988,HUAUTLI
76184,HUAUHTL
76186,verduras
76593,hojas de tuna
76666,HUAUHTLI
76668,CHIA
76963,hojas de tunas
77440,perejil
77775,GUAMUCHELES
78114,parrales
78121,claveles
78503,múchiles
78540,laurel
78541,arrayán
78542,jengibre
78543,cominos
78544,anís
78545,orozuz
78548,orégano
78549,poleo
78551,berros
79639,XOCOTES
79640,QUAZAPOTES
79642,ILAMAZAPOTES
80217,VUAXI
80305,camote
80647,OYAMELES
82100,de abeto
82228,guindas
82272,XAQUA
82274,QUELITES
82528,Arboles del caco
82530,nogal
82538,YNANCES
82583,cogollo
82591,florón
82677,plantanales
82709,alhelises
83241,raicitas
84055,ÁRBOLES
84518,YERBAS
84526,GÜENBERECUA
84541,YERBA
84587,ROSAS
84588,CLAVELlNAS
84594,XUCHILES
85944,sabilas
86253,arcabucal
86384,tabaco seco
86386,YAQUALES
86569,TECOMAHACA
86570,SUCHICOPAL
86578,sangre de drago
87321,algodones
87518,OTLATES
87843,yerbas marinas
87882,guabinas
87912,arcabucosos
87965,ciruelares
88295,frutíferos
88303,zapotes negros
88305,XICOZAPOTES
88306,cocos
88307,MOCHILES
88311,GUANACAZTLES
88312,MOJOS
88313,TENZAZALES
88314,ZOYAMICHINES
88315,QUAOCOYULES
88316,QUAOLOTES
88344,linas
88347,cidrones
89381,álamo blanco
89728,biznagas
89888,MEZQUITE
90041,romana'
90072,altamisa
90075,NATEHEE
90077,TLATLACIZPATLI
90078,yerba de tos
90121,MEMEALOTL
90668,ramos
91022,cañizo
91046,PUNILE
91050,vainillas
91051,NACAZCOLOTES
91056,GUAMÓCHILES
91058,algarrobas
91066,TAPINCIRAN
91067,ébano
91070,Ciruelos
91147,bejucos
91155,gamones
91990,hojas de lirios
93363,borrajas
93389,saúco
93390,ruibarbo
93726,TAPINSIRAN
94161,junco
94213,encinas '
94481,OYAMEL
94541,CAPOLI
94546,parras montesas
94554,pámpano
94556,sarmiento
94557,uva
94570,brevas
94579,azofeifo
94628,CHUHPIREFITZI
94635,CULIQUA
95451,olivares
96372,melocOtones
96839,UYAMELES
96843,saúcos
97631,rabinos
98472,xonotl
99334,raíces de yerbas
99335,raíces de lirios
99557,sabila
99612,capulis
101840,sabinares
102828,pinabetes
102898,capulínes
102944,pimpollo
102945,cohollo
103034,xocoyolli
103035,yerba aceda
103040,itzmiquilitl
103155,vainitas
103166,rosa prieta
103170,xochinacaztli
103171,rosa de oreja
103175,flor de bramante
103179,corazón de rosa
103197,yerba de perros
104090,chicozapotes
104102,xicotzapotes
104103,peruétanos
104106,quauxonecuiles
106854,tlacuilolquahuitl
106857,palo pintado
106858,ayacaxquahuitl
106860,quechula
106861,ahuacatl
106866,mixquahuitl
106867,palo de drago
106874,ocotzoquahuitl
106875,palo de liquidámbar
106895,yolosuchiles
106896,rosa de corazón
106898,elosuchil
106899,rosa como mazorca
106905,chicotzapotl
106906,zapote escondido
106922,cacahuasuchil
106930,tlepalli
106934,omizali
107229,tecomasuchil
107233,tecomate
107234,jícara
107518,ayacachquahuitl
107539,súchiles de corazón
107552,tlepatli
107553,yerba de fuego
107557,yerba de huesos
107774,axocopatli
107775,yerba agria
107776,acelgas
108534,izamatl
108537,árboles espinosos
108539,árboles fructuosos
108540,anonos
108550,granado
108551,parra
108921,yolosuchil
108987,tlapalcuahuitl
108988,árboles chiquitos
109374,mata
109375,tulle
109909,nochtli
109910,nopalli
109920,capulli
109924,zapotl
109990,nopali
110002,tronco
110010,majuelo
110021,melón
110044,nopal
110268,xuchitl
111054,quacuahuitles
111061,tenexquahuitl
111137,cidra
111140,árboles naturales
111205,plantas aromáticas
111304,credo
111563,yerbecillas
111819,guamochiles
112147,quaucamotl
112178,matas de yerba
112393,ahuatl
112858,tehuitztli
113787,carrizal
114007,hojas de palmas
114923,matorrales
116225,jaan
116226,xa'an
116687,copo
116688,kopo'
116793,kuche
116794,k'uche'
116795,chulul
116796,zubínche
116797,subínche'
116798,chacte
116799,chakte'
116800,abin
116801,ha'bin
116802,chacutun
116803,chaktun
116804,eche
116805,canche
116806,kanche'
116807,canchunub
116808,k'anchunup
116809,bohon
116810,bohom
116811,axnic
116812,ya'axnik
116815,guano
116817,xan
116823,yaxche
116824,ya'axche'
116828,chicos zapotes
116829,culumuy
116830,ts'almuy
116831,conche
116833,canizte
116834,k'aniste'
116835,cat
116836,kat
116837,kopte
116838,k'opte'
116840,ciruela
116841,aguacate
116842,ox
116843,bec
116844,bek
116845,piche
116846,pich
116847,pitahaya
116848,cocoyol
116849,coyol
116850,guayam
116851,wayam
116852,quinim
116853,kinim
116854,chi
116855,chi'
116889,cantunbus
116890,k'antunbub
116894,flor de manzanilla
116901,cabal haw
116902,kabalhaw
117323,chiqte
117324,chakte
117334,habines
117340,chulel
117994,balche
120200,varazón
121389,arboleda silvestre
121489,maleza
122158,aguacatés
123106,huhub
124396,flojos
125245,hierbas
126377,jaan xa'an
126617,chem
126907,ciruelo
128119,fructíferos
128120,silvestres
128126,zabac abal
128127,sabak abal
128129,nuc abal
128130,nuk abal
128132,yxhouen
128133,ixhowen
128135,yxkanabal
128136,ixkan abal
128138,yxchiabal
128139,ixchi'abal
128147,conchees
128148,kanche
128159,op
128161,anona
128176,naturales
128242,hierba
128243,kuk cuuc
128244,k'uk'uk
128245,quitamac
128246,k'itamak
128247,buulzuc
128248,bul su'uk
129053,palo brasil
129206,pijoy
129207,pixoy
129868,arboles de copal
130221,ceibos
130529,balche'
130689,hortigas
130819,chat te
130874,bejuco
130876,verdolaga
130881,berbena
130942,palo negro de brasil
132270,yah
132271,ya'
132289,palma dátil
132329,culumin
132337,palma coco
132350,espiga
132590,chacah
132591,chakah
132592,almácigo
132593,habin
132601,tsalan
132602,tsalam
132603,arbolcicos
132606,ya
132607,ya '
132951,piciet
132953,arbolcico
133382,chay
133476,chulules
133477,chactes
133479,habimes
133489,espadañas
133493,ek
133504,checah
133511,chayas
133525,grandos
133596,palma real
133625,pom
134279,eque
134280,ek'
134875,mameves
135193,mop
135216,luch
136565,er
136567,palo negro
136597,cuche
136674,qui
136675,ki'
136681,cardo
136726,on
136740,op'
136751,kulumuy
136756,chocho
136757,choch
136762,canízte
136797,cunche
136798,k'unche'
136813,tuk
136814,tuk'
136820,racimos
136841,huon
136842,won
136843,pitahayas
138805,cortezas
139630,varillas
139798,orejuelas
139848,elisos
139884,enea
139929,alisos
139985,quauhxonequiles
140028,picietle
140057,matul
140059,tlapatl
141056,suchipatle
141117,coxte
141122,madres de cacao
141221,cañutillos
141305,bijaos
141319,madres del cacao
141752,pochotl
141756,xahuactles
142153,picieti
142278,madre del cacao
142942,huey nacaztli
143048,picietl
144129,floridos
144165,malezas
144178,liquidámbares
144182,zarzas
144233,albahacas
145522,pajonales
145635,azabache
145636,palmillas
145664,almástiga
145666,dragos
145725,florestas
145759,ramón
146043,carrizales
146223,china
146238,achiote
146738,jocotes
146848,castañal
146856,jícaras
149729,zacates
152320,tule
152455,adargas
152623,árboles fruteros
152680,yuca
152692,seda
152730,contrayerba
152735,somol
152737,culantrillo de pozo
152743,cebadilla
